Number,Associated,TaxRank,MinScore,NextMaxScore
14078,Omegavirus,Genus,311:08:00,132:02:00
10605,Fletchervirus,Genus,377:06:00,188:03:00
10798,Pegunavirus,Genus,1012:09:00,980:00:00
11146,Kostyavirus,Genus,141:01:00,129:04:00
10887,Pegunavirus,Genus,274:08:00,253:09:00
24337,Phayoncevirus,Genus,457:05:00,364:04:00
12646,Obolenskvirus,Genus,300:04:00,291:05:00
4946,Timquatrovirus,Genus,295:09:00,258:04:00
14163,Kostyavirus,Genus,193:00:00,141:08:00
28770,Hendrixvirus,Genus,466:02:00,462:09:00
30983,Cequinquevirus,Genus,243:09:00,94:03:00
8782,Pecentumvirus,Genus,121:02:00,67:08:00
6206,Bastillevirus,Genus,237:07:00,235:00:00
26872,Lightbulbvirus,Genus,126:07:00,104:09:00
28430,Cequinquevirus,Genus,191:08:00,164:00:00
23624,Seunavirus,Genus,181:09:00,180:03:00
26552,Xipdecavirus,Genus,707:00:00,626:01:00
24058,Emdodecavirus,Genus,188:02:00,44:03:00
27031,Rauchvirus,Genus,631:08:00,484:04:00
9090,Wbetavirus,Genus,111:00:00,107:06:00
10604,Fletchervirus,Genus,524:07:00,147:02:00
28111,Efquatrovirus,Genus,159:07:00,131:06:00
30749,Lightbulbvirus,Genus,304:07:00,62:02:00
14932,Liefievirus,Genus,149:06:00,134:07:00
5017,Perisivirus,Genus,95:04:00,89:08:00
10236,Ravinvirus,Genus,206:03:00,198:06:00
17993,Nazgulvirus,Genus,145:05:00,117:05:00
4954,Omegavirus,Genus,127:05:00,120:03:00
10035,Kostyavirus,Genus,337:02:00,306:04:00
10290,Vhmlvirus,Genus,369:06:00,366:08:00
18648,Abouovirus,Genus,192:01:00,183:06:00
27687,Tlsvirus,Genus,319:09:00,291:06:00
26945,Lessievirus,Genus,251:09:00,209:04:00
24959,Homburgvirus,Genus,178:05:00,130:07:00
4817,Steinhofvirus,Genus,202:04:00,197:00:00
10804,Pegunavirus,Genus,425:01:00,376:01:00
25688,Hendrixvirus,Genus,268:00:00,263:08:00
18781,Cbastvirus,Genus,110:08:00,82:04:00
10850,Pegunavirus,Genus,321:06:00,306:08:00
30145,Perisivirus,Genus,456:01:00,216:03:00
24048,Emdodecavirus,Genus,379:01:00,66:09:00
11155,Kostyavirus,Genus,382:06:00,352:06:00
13138,Schizotequatrovirus,Genus,258:00:00,84:00:00
13784,Webervirus,Genus,274:07:00,268:08:00
21842,Liefievirus,Genus,290:06:00,282:04:00
23967,Emdodecavirus,Genus,258:09:00,250:04:00
27030,Rauchvirus,Genus,4048:09:00,3441:02:00
16318,Okubovirus,Genus,117:01:00,89:03:00
18847,Sanovirus,Genus,252:00:00,238:02:00
13292,Phikzvirus,Genus,750:07:00,489:02:00
27032,Rauchvirus,Genus,327:00:00,132:00:00
9292,Phifelvirus,Genus,136:00:00,135:03:00
23598,Seunavirus,Genus,165:01:00,163:05:00
12641,Obolenskvirus,Genus,249:00:00,196:08:00
27867,Roufvirus,Genus,471:03:00,458:01:00
22356,Bernalvirus,Genus,500:07:00,415:02:00
12661,Svunavirus,Genus,156:09:00,155:09:00
28103,Dhillonvirus,Genus,624:05:00,550:08:00
22725,Nonagvirus,Genus,285:09:00,266:02:00
10294,Vhmlvirus,Genus,99:01:00,94:09:00
9994,Bixzunavirus,Genus,1993:00:00,981:08:00
11059,Bixzunavirus,Genus,159:04:00,79:08:00
18646,Abouovirus,Genus,155:07:00,153:05:00
26971,Lessievirus,Genus,214:05:00,170:09:00
22606,Dhakavirus,Genus,127:04:00,117:02:00
21804,Cepunavirus,Genus,567:01:00,165:00:00
581,Alcyoneusvirus,Genus,536:09:00,119:06:00
16047,Bequatrovirus,Genus,220:08:00,213:07:00
16087,Bastillevirus,Genus,112:09:00,107:06:00
25587,Lomovskayavirus,Genus,486:05:00,425:08:00
15958,Bixzunavirus,Genus,124:06:00,85:04:00
13077,Schizotequatrovirus,Genus,154:08:00,91:07:00
16929,Yokohamavirus,Genus,262:02:00,231:06:00
4990,Myxoctovirus,Genus,472:04:00,414:03:00
20611,Sanovirus,Genus,393:02:00,367:04:00
20610,Chivirus,Genus,350:07:00,310:09:00
11833,Gelderlandvirus,Genus,152:06:00,137:07:00
12647,Obolenskvirus,Genus,391:06:00,218:06:00
27871,Pepyhexavirus,Genus,226:00:00,174:07:00
16941,Nonagvirus,Genus,316:03:00,290:08:00
10823,Pegunavirus,Genus,502:03:00,405:05:00
26981,Lessievirus,Genus,372:06:00,353:02:00
27167,Iapetusvirus,Genus,253:08:00,183:00:00
1209,Jilinvirus,Genus,189:06:00,116:06:00
21722,Yokohamavirus,Genus,190:01:00,186:01:00
24615,Triavirus,Genus,153:06:00,110:04:00
26980,Lessievirus,Genus,193:03:00,190:09:00
22897,Steinhofvirus,Genus,570:05:00,79:07:00
9707,Fromanvirus,Genus,90:07:00,86:04:00
17121,Titanvirus,Genus,117:08:00,70:04:00
12031,Pakpunavirus,Genus,240:02:00,214:03:00
10711,Kayvirus,Genus,138:01:00,69:00:00
11389,Phifelvirus,Genus,204:02:00,204:00:00
26968,Lessievirus,Genus,86:07:00,85:05:00
16932,Yokohamavirus,Genus,153:07:00,138:08:00
5401,Xipdecavirus,Genus,132:05:00,107:04:00
30190,Phikmvvirus,Genus,1067:06:00,961:02:00
17787,Chunghsingvirus,Genus,154:08:00,131:01:00
10461,Firehammervirus,Genus,295:06:00,85:00:00
11168,Kostyavirus,Genus,380:08:00,336:01:00
29103,Certrevirus,Genus,147:08:00,108:01:00
22720,Seuratvirus,Genus,492:05:00,358:06:00
11517,Pecentumvirus,Genus,248:06:00,135:00:00
5937,Phikzvirus,Genus,316:02:00,303:02:00
5011,Litunavirus,Genus,332:06:00,331:05:00
5168,Bixzunavirus,Genus,696:09:00,349:08:00
28334,Agatevirus,Genus,268:03:00,250:01:00
22666,Lightbulbvirus,Genus,932:03:00,541:06:00
1997,Phifelvirus,Genus,113:00:00,112:03:00
10278,Vhmlvirus,Genus,182:02:00,127:03:00
27396,Yuavirus,Genus,326:00:00,230:03:00
25577,Lomovskayavirus,Genus,100:07:00,91:07:00
22732,Seuratvirus,Genus,204:01:00,185:01:00
13992,Omegavirus,Genus,247:05:00,239:03:00
27719,Oshimavirus,Genus,674:00:00,469:02:00
14384,Omegavirus,Genus,89:07:00,71:00:00
561,Kostyavirus,Genus,153:03:00,142:07:00
10811,Pegunavirus,Genus,535:09:00,506:05:00
29304,Homburgvirus,Genus,343:00:00,307:08:00
15959,Bongovirus,Genus,3350:04:00,2027:00:00
6134,Kayvirus,Genus,264:06:00,223:02:00
5514,Minunavirus,Genus,267:05:00,259:08:00
19790,Sepunavirus,Genus,285:03:00,245:09:00
27669,Przondovirus,Genus,448:02:00,442:01:00
13877,Dhillonvirus,Genus,96:05:00,94:05:00
18566,Siminovitchvirus,Genus,294:02:00,274:00:00
24009,Emdodecavirus,Genus,318:04:00,81:06:00
17910,Ahduovirus,Genus,557:04:00,528:08:00
13779,Dhillonvirus,Genus,91:04:00,89:05:00
28629,Perisivirus,Genus,125:00:00,68:04:00
5564,Liefievirus,Genus,341:03:00,335:01:00
31117,Unaquatrovirus,Genus,810:06:00,397:03:00
4457,Krischvirus,Genus,163:03:00,147:03:00
23286,Slashvirus,Genus,128:05:00,65:01:00
3664,Ithacavirus,Genus,169:00:00,161:07:00
20971,Corndogvirus,Genus,695:02:00,318:09:00
21586,Pradovirus,Genus,220:08:00,159:05:00
1893,Hendrixvirus,Genus,215:04:00,206:06:00
19680,Certrevirus,Genus,107:09:00,89:04:00
18554,Siminovitchvirus,Genus,144:02:00,134:06:00
23507,Rauchvirus,Genus,287:03:00,244:08:00
23619,Vequintavirus,Genus,1099:01:00,1016:03:00
17900,Nazgulvirus,Genus,102:05:00,92:07:00
12649,Obolenskvirus,Genus,409:01:00,251:00:00
24629,Xiamenvirus,Genus,218:07:00,209:05:00
24757,Avunavirus,Genus,212:01:00,211:09:00
10897,Bixzunavirus,Genus,144:03:00,124:00:00
1915,Detrevirus,Genus,125:08:00,122:07:00
29082,Homburgvirus,Genus,94:05:00,86:06:00
30850,Helsingorvirus,Genus,366:02:00,118:02:00
23431,Gordtnkvirus,Genus,157:00:00,73:04:00
9300,Samistivirus,Genus,382:00:00,375:05:00
10518,Fletchervirus,Genus,400:09:00,323:00:00
4558,Slopekvirus,Genus,221:06:00,194:06:00
4875,Helsingorvirus,Genus,121:04:00,94:07:00
18651,Abouovirus,Genus,722:03:00,693:05:00
13088,Schizotequatrovirus,Genus,280:00:00,127:04:00
28413,Lightbulbvirus,Genus,301:08:00,263:08:00
28787,Seunavirus,Genus,415:00:00,110:09:00
27571,Svunavirus,Genus,351:06:00,333:05:00
27947,Barnyardvirus,Genus,332:02:00,255:08:00
5905,Zindervirus,Genus,84:04:00,80:05:00
24476,Cronusvirus,Genus,1110:06:00,195:00:00
23346,Inhavirus,Genus,1005:03:00,749:08:00
25575,Lomovskayavirus,Genus,244:02:00,194:02:00
10898,Bixzunavirus,Genus,265:02:00,115:00:00
23767,Bequatrovirus,Genus,161:06:00,141:06:00
21718,Yokohamavirus,Genus,143:09:00,134:01:00
23033,Kuravirus,Genus,287:08:00,95:09:00
5315,Emdodecavirus,Genus,219:09:00,204:06:00
28429,Gelderlandvirus,Genus,104:07:00,76:09:00
4520,Agtrevirus,Genus,158:09:00,158:07:00
9093,Andromedavirus,Genus,196:03:00,167:08:00
18800,Lightbulbvirus,Genus,299:00:00,215:04:00
10800,Coopervirus,Genus,1376:07:00,1323:03:00
5734,Inhavirus,Genus,205:00:00,87:07:00
12612,Obolenskvirus,Genus,101:05:00,45:02:00
30627,Bequatrovirus,Genus,219:07:00,203:05:00
11052,Cheoctovirus,Genus,345:05:00,338:04:00
28146,Lessievirus,Genus,395:04:00,369:04:00
17124,Yuavirus,Genus,128:04:00,101:08:00
13822,Tinduovirus,Genus,769:06:00,739:05:00
11352,Phifelvirus,Genus,153:04:00,139:04:00
18629,Okubovirus,Genus,423:01:00,423:00:00
10449,Firehammervirus,Genus,417:09:00,54:03:00
9485,Kostyavirus,Genus,203:07:00,160:00:00
23149,Svunavirus,Genus,160:00:00,159:05:00
27981,Cequinquevirus,Genus,348:08:00,150:02:00
29087,Cequinquevirus,Genus,105:00:00,91:03:00
6130,Twortvirus,Genus,179:02:00,175:01:00
11070,Bixzunavirus,Genus,368:02:00,271:08:00
22428,Samistivirus,Genus,196:03:00,184:03:00
22352,Bernalvirus,Genus,774:03:00,742:08:00
13542,Eneladusvirus,Genus,88:06:00,57:01:00
23471,Gordtnkvirus,Genus,231:04:00,
23462,Gordtnkvirus,Genus,177:06:00,
18478,Siminovitchvirus,Genus,193:09:00,
18583,Siminovitchvirus,Genus,356:05:00,
10410,Firehammervirus,Genus,195:09:00,
15078,Bruynoghevirus,Genus,75:09:00,
18529,Siminovitchvirus,Genus,164:05:00,
21800,Cepunavirus,Genus,138:04:00,
6317,Teseptimavirus,Genus,115:02:00,
29363,Homburgvirus,Genus,97:03:00,
18586,Siminovitchvirus,Genus,178:04:00,
18623,Siminovitchvirus,Genus,230:00:00,
18487,Siminovitchvirus,Genus,159:03:00,
18484,Siminovitchvirus,Genus,236:09:00,
18536,Siminovitchvirus,Genus,338:03:00,
18637,Siminovitchvirus,Genus,130:01:00,
18601,Siminovitchvirus,Genus,185:09:00,
18640,Siminovitchvirus,Genus,67:06:00,
23480,Gordtnkvirus,Genus,326:02:00,
18549,Siminovitchvirus,Genus,158:02:00,
18577,Siminovitchvirus,Genus,229:00:00,
18592,Siminovitchvirus,Genus,160:09:00,
23455,Gordtnkvirus,Genus,232:00:00,
23435,Gordtnkvirus,Genus,202:00:00,
22966,Bruynoghevirus,Genus,125:08:00,
8761,Pecentumvirus,Genus,128:09:00,
14153,Omegavirus,Genus,72:06:00,
12058,Bruynoghevirus,Genus,199:05:00,
30528,Andromedavirus,Genus,135:08:00,
28850,Seunavirus,Genus,168:03:00,
18632,Siminovitchvirus,Genus,233:09:00,
18631,Siminovitchvirus,Genus,119:03:00,
10413,Firehammervirus,Genus,529:02:00,
18514,Siminovitchvirus,Genus,134:00:00,
26585,Krischvirus,Genus,102:03:00,
30715,Ithacavirus,Genus,66:06:00,
23099,Kuravirus,Genus,205:08:00,
5461,Brussowvirus,Genus,40:05:00,38:01:00
10455,Firehammervirus,Genus,68:09:00,
12984,Schizotequatrovirus,Genus,151:08:00,
13072,Schizotequatrovirus,Genus,676:03:00,
21791,Cepunavirus,Genus,531:04:00,
23474,Gordtnkvirus,Genus,249:08:00,
18496,Siminovitchvirus,Genus,203:07:00,
18476,Siminovitchvirus,Genus,211:03:00,
21806,Cepunavirus,Genus,134:08:00,
18417,Rogunavirus,Genus,83:08:00,
16763,Tulanevirus,Genus,42:07:00,
21807,Cepunavirus,Genus,177:08:00,
28143,Lessievirus,Genus,155:04:00,
18488,Siminovitchvirus,Genus,152:00:00,
22683,Fromanvirus,Genus,313:09:00,
23476,Gordtnkvirus,Genus,278:04:00,
30985,Kayvirus,Genus,110:04:00,
18570,Siminovitchvirus,Genus,128:01:00,
18491,Siminovitchvirus,Genus,126:01:00,
18602,Siminovitchvirus,Genus,259:03:00,
23248,Slashvirus,Genus,251:03:00,
18473,Siminovitchvirus,Genus,360:04:00,
23291,Slashvirus,Genus,145:03:00,
26431,Vhmlvirus,Genus,123:06:00,118:04:00
18523,Siminovitchvirus,Genus,104:05:00,
18621,Siminovitchvirus,Genus,210:02:00,
18486,Siminovitchvirus,Genus,202:01:00,
30690,Fishburnevirus,Genus,529:06:00,
18624,Siminovitchvirus,Genus,302:06:00,
10274,Vhmlvirus,Genus,145:08:00,
18612,Siminovitchvirus,Genus,269:02:00,
25592,Lomovskayavirus,Genus,118:08:00,
21794,Cepunavirus,Genus,208:02:00,
30706,Ithacavirus,Genus,267:05:00,
10296,Vhmlvirus,Genus,240:04:00,
18542,Siminovitchvirus,Genus,219:07:00,
23463,Gordtnkvirus,Genus,96:09:00,
10412,Firehammervirus,Genus,171:03:00,
18595,Siminovitchvirus,Genus,244:06:00,
23491,Gordtnkvirus,Genus,145:08:00,
16215,Schizotequatrovirus,Genus,157:09:00,
18613,Siminovitchvirus,Genus,294:06:00,
16230,Schizotequatrovirus,Genus,58:05:00,
23811,Felixounavirus,Genus,129:08:00,
21798,Cepunavirus,Genus,448:07:00,
21797,Cepunavirus,Genus,271:03:00,
10411,Firehammervirus,Genus,38:01:00,
18641,Siminovitchvirus,Genus,102:09:00,
13015,Schizotequatrovirus,Genus,113:03:00,
21790,Cepunavirus,Genus,171:02:00,
18508,Siminovitchvirus,Genus,130:09:00,
24623,Xiamenvirus,Genus,162:00:00,
23445,Gordtnkvirus,Genus,139:07:00,
30730,Homburgvirus,Genus,107:04:00,
28849,Seunavirus,Genus,107:08:00,
21808,Cepunavirus,Genus,206:05:00,
23416,Gordtnkvirus,Genus,74:01:00,
1909,Detrevirus,Genus,485:07:00,468:06:00
10284,Vhmlvirus,Genus,154:01:00,151:07:00
23466,Gordtnkvirus,Genus,205:01:00,
18520,Siminovitchvirus,Genus,142:04:00,
23116,Pecentumvirus,Genus,170:07:00,
27265,Triavirus,Genus,372:02:00,
21792,Cepunavirus,Genus,324:01:00,39:01:00
17934,Skunavirus,Genus,185:08:00,35:00:00
24109,Emdodecavirus,Genus,139:08:00,
23952,Emdodecavirus,Genus,156:06:00,
10417,Firehammervirus,Genus,119:00:00,
24025,Emdodecavirus,Genus,170:03:00,
10380,Firehammervirus,Genus,183:04:00,
23919,Emdodecavirus,Genus,165:04:00,
23302,Slashvirus,Genus,108:03:00,
10442,Firehammervirus,Genus,134:05:00,
24070,Emdodecavirus,Genus,202:00:00,
10301,Vhmlvirus,Genus,128:08:00,119:09:00
10328,Firehammervirus,Genus,263:08:00,
18494,Siminovitchvirus,Genus,164:03:00,50:02:00
22632,Gaprivervirus,Genus,181:09:00,
23441,Gordtnkvirus,Genus,143:02:00,32:07:00
24105,Emdodecavirus,Genus,156:01:00,
10422,Firehammervirus,Genus,156:07:00,
10374,Firehammervirus,Genus,135:06:00,
30718,Ithacavirus,Genus,73:03:00,
23484,Gordtnkvirus,Genus,130:05:00,41:02:00
23961,Emdodecavirus,Genus,172:06:00,
24076,Emdodecavirus,Genus,273:01:00,
14902,Fromanvirus,Genus,128:08:00,57:09:00
18485,Siminovitchvirus,Genus,182:05:00,59:02:00
23469,Gordtnkvirus,Genus,246:03:00,35:07:00
29208,Certrevirus,Genus,147:08:00,
18591,Siminovitchvirus,Genus,122:07:00,34:05:00
14758,Omegavirus,Genus,125:02:00,
24517,Patiencevirus,Genus,138:00:00,105:07:00
10378,Firehammervirus,Genus,145:07:00,
28826,Seunavirus,Genus,353:03:00,
31108,Bastillevirus,Genus,186:09:00,
24015,Emdodecavirus,Genus,162:06:00,
18525,Siminovitchvirus,Genus,100:03:00,34:05:00
10414,Firehammervirus,Genus,152:01:00,
23415,Gordtnkvirus,Genus,102:03:00,33:09:00
23278,Slashvirus,Genus,135:06:00,
18600,Siminovitchvirus,Genus,330:08:00,44:02:00
31044,Caeruleovirus,Genus,189:03:00,
10435,Firehammervirus,Genus,161:06:00,
18500,Siminovitchvirus,Genus,239:06:00,
21003,Agatevirus,Genus,123:01:00,
24035,Emdodecavirus,Genus,186:01:00,
24049,Emdodecavirus,Genus,569:06:00,
14291,Kostyavirus,Genus,100:05:00,
10287,Vhmlvirus,Genus,183:06:00,164:04:00
24133,Emdodecavirus,Genus,162:06:00,
23981,Emdodecavirus,Genus,379:04:00,
10394,Firehammervirus,Genus,131:04:00,
18608,Siminovitchvirus,Genus,115:07:00,37:03:00
24111,Emdodecavirus,Genus,127:01:00,
13021,Schizotequatrovirus,Genus,152:05:00,
23249,Slashvirus,Genus,95:06:00,
23294,Slashvirus,Genus,146:01:00,
10382,Firehammervirus,Genus,144:06:00,
16100,Casadabanvirus,Genus,204:07:00,
18482,Siminovitchvirus,Genus,153:07:00,33:03:00
26958,Lessievirus,Genus,99:08:00,
11374,Phifelvirus,Genus,91:08:00,85:09:00
24033,Emdodecavirus,Genus,61:03:00,
10469,Firehammervirus,Genus,285:02:00,
24063,Emdodecavirus,Genus,393:07:00,
24081,Emdodecavirus,Genus,123:06:00,
23971,Emdodecavirus,Genus,332:05:00,
23303,Slashvirus,Genus,101:01:00,
1935,Detrevirus,Genus,321:09:00,272:01:00
27693,Pahexavirus,Genus,165:01:00,
22628,Gaprivervirus,Genus,146:07:00,
21795,Cepunavirus,Genus,105:01:00,41:02:00
23434,Gordtnkvirus,Genus,112:07:00,34:02:00
24088,Emdodecavirus,Genus,132:07:00,
25599,Lomovskayavirus,Genus,135:04:00,
10475,Firehammervirus,Genus,160:00:00,
29358,Homburgvirus,Genus,93:01:00,
23917,Emdodecavirus,Genus,92:06:00,
10330,Firehammervirus,Genus,119:00:00,
23452,Gordtnkvirus,Genus,134:02:00,37:05:00
18498,Siminovitchvirus,Genus,816:06:00,
18515,Siminovitchvirus,Genus,164:08:00,
21027,Agatevirus,Genus,226:03:00,
10351,Firehammervirus,Genus,495:03:00,
10468,Firehammervirus,Genus,134:05:00,
23313,Slashvirus,Genus,43:04:00,
24065,Emdodecavirus,Genus,300:03:00,
23741,Emdodecavirus,Genus,107:04:00,
18638,Siminovitchvirus,Genus,156:01:00,32:05:00
23912,Emdodecavirus,Genus,116:08:00,
23926,Emdodecavirus,Genus,206:01:00,
18553,Siminovitchvirus,Genus,107:01:00,32:07:00
18619,Siminovitchvirus,Genus,186:05:00,32:05:00
26572,Xipdecavirus,Genus,116:00:00,53:06:00
22089,Fromanvirus,Genus,182:03:00,
26433,Oshimavirus,Genus,155:07:00,136:03:00
27544,Tulanevirus,Genus,34:05:00,
30703,Ithacavirus,Genus,102:00:00,
10420,Firehammervirus,Genus,225:09:00,
23948,Emdodecavirus,Genus,89:03:00,
20974,Agatevirus,Genus,488:00:00,
20977,Agatevirus,Genus,467:07:00,
21002,Agatevirus,Genus,295:09:00,
10466,Firehammervirus,Genus,168:04:00,
23063,Kuravirus,Genus,54:03:00,
23947,Emdodecavirus,Genus,110:06:00,
23266,Slashvirus,Genus,80:05:00,
10392,Firehammervirus,Genus,177:09:00,
20982,Agatevirus,Genus,246:09:00,
24097,Emdodecavirus,Genus,254:07:00,
23269,Slashvirus,Genus,140:00:00,
10438,Firehammervirus,Genus,129:02:00,
21017,Agatevirus,Genus,265:08:00,
10956,Bixzunavirus,Genus,71:04:00,
24108,Emdodecavirus,Genus,107:06:00,
23945,Emdodecavirus,Genus,107:08:00,
23295,Slashvirus,Genus,106:08:00,
20788,Rogunavirus,Genus,167:02:00,53:04:00
23256,Slashvirus,Genus,92:03:00,
20993,Agatevirus,Genus,101:01:00,
23489,Gordtnkvirus,Genus,130:04:00,37:03:00
26566,Xipdecavirus,Genus,209:00:00,163:09:00
24018,Emdodecavirus,Genus,116:08:00,
23259,Slashvirus,Genus,158:09:00,
24114,Emdodecavirus,Genus,135:00:00,
24037,Emdodecavirus,Genus,269:08:00,
10383,Firehammervirus,Genus,164:03:00,
30992,Nankokuvirus,Genus,154:04:00,
23263,Slashvirus,Genus,80:09:00,
10320,Firehammervirus,Genus,136:03:00,
20979,Agatevirus,Genus,142:02:00,
24093,Emdodecavirus,Genus,325:08:00,
23986,Emdodecavirus,Genus,273:01:00,
18518,Siminovitchvirus,Genus,114:00:00,
23317,Slashvirus,Genus,368:01:00,
28830,Seunavirus,Genus,108:01:00,
10448,Firehammervirus,Genus,485:05:00,
10434,Firehammervirus,Genus,375:06:00,
10441,Firehammervirus,Genus,459:09:00,
23964,Emdodecavirus,Genus,82:02:00,
10375,Firehammervirus,Genus,107:00:00,
23300,Slashvirus,Genus,130:07:00,
29174,Certrevirus,Genus,187:09:00,
24072,Emdodecavirus,Genus,323:07:00,
24014,Emdodecavirus,Genus,186:06:00,
24084,Emdodecavirus,Genus,179:00:00,
24347,Liefievirus,Genus,180:06:00,
30529,Andromedavirus,Genus,157:08:00,37:09:00
24085,Emdodecavirus,Genus,163:05:00,
13874,Saphexavirus,Genus,131:04:00,
21034,Agatevirus,Genus,187:01:00,
22636,Gaprivervirus,Genus,215:07:00,34:00:00
26570,Xipdecavirus,Genus,82:05:00,32:04:00
23260,Slashvirus,Genus,236:00:00,
24046,Emdodecavirus,Genus,114:04:00,
23472,Gordtnkvirus,Genus,224:03:00,138:06:00
15832,Rosebushvirus,Genus,107:02:00,
20992,Agatevirus,Genus,172:00:00,
10335,Firehammervirus,Genus,333:04:00,
24050,Emdodecavirus,Genus,306:05:00,
24068,Emdodecavirus,Genus,163:09:00,
23937,Emdodecavirus,Genus,297:08:00,
10459,Firehammervirus,Genus,96:05:00,
18475,Siminovitchvirus,Genus,137:02:00,85:04:00
23254,Slashvirus,Genus,141:05:00,
23904,Emdodecavirus,Genus,173:05:00,
23991,Emdodecavirus,Genus,119:04:00,
23061,Kuravirus,Genus,112:02:00,
26569,Xipdecavirus,Genus,233:03:00,180:02:00
24099,Emdodecavirus,Genus,203:04:00,
25578,Lomovskayavirus,Genus,102:09:00,35:07:00
13732,Felixounavirus,Genus,145:02:00,43:06:00
27421,Yuavirus,Genus,119:05:00,
27727,Pecentumvirus,Genus,133:02:00,
27961,Teseptimavirus,Genus,75:03:00,
13070,Schizotequatrovirus,Genus,209:03:00,37:03:00
24074,Emdodecavirus,Genus,145:02:00,
10368,Firehammervirus,Genus,344:00:00,
18543,Siminovitchvirus,Genus,171:04:00,45:01:00
10388,Firehammervirus,Genus,216:08:00,
27965,Coopervirus,Genus,150:05:00,50:08:00
21032,Agatevirus,Genus,108:05:00,
23979,Emdodecavirus,Genus,189:07:00,
21016,Agatevirus,Genus,123:08:00,
23442,Gordtnkvirus,Genus,220:07:00,43:03:00
23318,Slashvirus,Genus,175:01:00,
22680,Wildcatvirus,Genus,195:03:00,143:02:00
23311,Slashvirus,Genus,160:01:00,
10391,Firehammervirus,Genus,336:06:00,
12973,Schizotequatrovirus,Genus,131:07:00,31:09:00
18517,Siminovitchvirus,Genus,116:09:00,
27754,Phikmvvirus,Genus,107:02:00,
20789,Rogunavirus,Genus,36:06:00,
20983,Agatevirus,Genus,220:05:00,
23250,Slashvirus,Genus,249:04:00,
23988,Emdodecavirus,Genus,162:04:00,
24012,Emdodecavirus,Genus,240:08:00,
17985,Gamaleyavirus,Genus,151:02:00,
30722,Ithacavirus,Genus,116:05:00,
23929,Emdodecavirus,Genus,195:05:00,
10329,Firehammervirus,Genus,647:04:00,
26632,Krischvirus,Genus,150:09:00,
24073,Emdodecavirus,Genus,176:00:00,
21555,Gamaleyavirus,Genus,111:01:00,
1899,Detrevirus,Genus,162:05:00,115:05:00
27740,Krischvirus,Genus,59:01:00,
12972,Schizotequatrovirus,Genus,35:06:00,
23306,Slashvirus,Genus,249:07:00,
24004,Emdodecavirus,Genus,202:09:00,
26983,Lessievirus,Genus,183:05:00,
23978,Emdodecavirus,Genus,169:07:00,
28379,Metrivirus,Genus,105:00:00,
10418,Firehammervirus,Genus,113:07:00,
10356,Firehammervirus,Genus,163:09:00,
18483,Siminovitchvirus,Genus,192:09:00,40:02:00
24056,Emdodecavirus,Genus,167:06:00,
28512,Teseptimavirus,Genus,162:05:00,42:01:00
24060,Emdodecavirus,Genus,292:03:00,
18610,Siminovitchvirus,Genus,138:03:00,68:01:00
18634,Siminovitchvirus,Genus,149:02:00,49:06:00
20985,Agatevirus,Genus,141:09:00,
10300,Vhmlvirus,Genus,134:03:00,38:04:00
19975,Saphexavirus,Genus,349:06:00,
23992,Emdodecavirus,Genus,151:05:00,
24031,Emdodecavirus,Genus,134:05:00,
24016,Emdodecavirus,Genus,242:06:00,
24128,Emdodecavirus,Genus,170:06:00,
18416,Rogunavirus,Genus,279:05:00,
12060,Bruynoghevirus,Genus,155:02:00,
10387,Firehammervirus,Genus,201:09:00,
21039,Agatevirus,Genus,248:08:00,
24003,Emdodecavirus,Genus,209:08:00,
30229,Vequintavirus,Genus,149:06:00,133:04:00
28857,Seunavirus,Genus,116:00:00,
30196,Nitunavirus,Genus,173:07:00,32:04:00
23946,Emdodecavirus,Genus,272:00:00,42:09:00
16530,Triavirus,Genus,175:08:00,167:01:00
10400,Firehammervirus,Genus,700:02:00,236:02:00
23973,Emdodecavirus,Genus,338:00:00,36:02:00
23459,Gordtnkvirus,Genus,205:05:00,121:07:00
10451,Firehammervirus,Genus,110:08:00,54:05:00
24126,Emdodecavirus,Genus,102:09:00,33:08:00
30174,Cequinquevirus,Genus,117:01:00,
23930,Emdodecavirus,Genus,147:04:00,36:02:00
10319,Firehammervirus,Genus,192:04:00,55:04:00
24036,Emdodecavirus,Genus,196:09:00,45:02:00
14040,Omegavirus,Genus,101:04:00,
13010,Schizotequatrovirus,Genus,216:09:00,
29439,Bastillevirus,Genus,136:03:00,
28778,Seunavirus,Genus,110:09:00,108:04:00
23913,Emdodecavirus,Genus,147:06:00,52:02:00
27365,Xipdecavirus,Genus,123:05:00,121:08:00
16226,Schizotequatrovirus,Genus,173:04:00,
10331,Firehammervirus,Genus,125:00:00,62:02:00
10398,Firehammervirus,Genus,157:06:00,33:08:00
18504,Siminovitchvirus,Genus,355:07:00,34:06:00
23413,Gordtnkvirus,Genus,195:07:00,50:03:00
30727,Homburgvirus,Genus,376:08:00,
10337,Firehammervirus,Genus,284:07:00,37:09:00
28822,Seunavirus,Genus,319:08:00,35:07:00
